event_date,event_name,event_location,r_fighter,b_fighter,weight_class,gender,total_rounds,is_title_bout,referee,winner,method,finish_round,time_sec,total_fight_time_sec,r_height,b_height,height_diff,r_reach,b_reach,reach_diff,r_ape_index,b_ape_index,ape_index_diff,r_stance,b_stance,r_weight,b_weight,weight_diff,r_date_of_birth,b_date_of_birth,r_age_at_event,b_age_at_event,age_at_event_diff,r_current_age,b_current_age,current_age_diff,r_wins,b_wins,wins_diff,r_losses,b_losses,losses_diff,r_draws,b_draws,draws_diff,r_win_loss_ratio,b_win_loss_ratio,win_loss_ratio_diff,r_sig_str,b_sig_str,sig_str_diff,r_sig_str_att,b_sig_str_att,sig_str_att_diff,r_sig_str_acc,b_sig_str_acc,sig_str_acc_diff,r_str,b_str,str_diff,r_str_att,b_str_att,str_att_diff,r_str_acc,b_str_acc,str_acc_diff,r_kd,b_kd,kd_diff,r_head,b_head,head_diff,r_body,b_body,body_diff,r_leg,b_leg,leg_diff,r_distance,b_distance,distance_diff,r_clinch,b_clinch,clinch_diff,r_ground,b_ground,ground_diff,r_td,b_td,td_diff,r_td_att,b_td_att,td_att_diff,r_td_acc,b_td_acc,td_acc_diff,r_sub_att,b_sub_att,sub_att_diff,r_rev,b_rev,rev_diff,r_ctrl_sec,b_ctrl_sec,ctrl_sec_diff,r_pro_SLpM,b_pro_SLpM,pro_SLpM_diff,r_pro_sig_str_acc,b_pro_sig_str_acc,pro_sig_str_acc_diff,r_pro_SApM,b_pro_SApM,pro_SApM_diff,r_pro_str_def,b_pro_str_def,pro_str_def_diff,r_pro_td_avg,b_pro_td_avg,pro_td_avg_diff,r_pro_td_acc,b_pro_td_acc,pro_td_acc_diff,r_pro_td_def,b_pro_td_def,pro_td_def_diff,r_pro_sub_avg,b_pro_sub_avg,pro_sub_avg_diff,r_name,b_name
3/5/2016,UFC 196: McGregor vs Diaz,"Las Vegas, Nevada, USA",Amanda Nunes,Valentina Shevchenko,Bantamweight,Women,3,0,Herb Dean,Red,Decision,3,300,900,68,65,3,69,66,3,1.01,1.02,0,Orthodox,Southpaw,135,125,10,5/30/1988,3/7/1988,27,27,0,37,37,0,23,25,-2,5,4,1,0,1,-1,4.6,6.25,-1.65,39,28,11,81,67,14,0.48,0.42,0.06,66,56,10,112,99,13,0.59,0.57,0.02,0,0,0,0.53,0.78,-0.25,0.15,0.1,0.05,0.3,0.1,0.2,0.51,0.57,-0.06,0,0.17,-0.17,0.48,0.25,0.23,2,1,1,6,1,5,0.33,1,-0.67,2,0,2,0,1,-1,279,79,200,4.55,3.14,1.41,0.51,0.52,-0.01,2.62,2.06,0.56,0.57,0.63,-0.06,2.73,2.62,0.11,0.54,0.6,-0.06,0.82,0.75,0.07,0.7,0.3,0.4,Amanda Nunes,Valentina Shevchenko
3/5/2016,UFC 196: McGregor vs Diaz,"Las Vegas, Nevada, USA",Brandon Thatch,Siyar Bahadurzada,Welterweight,Men,3,0,John McCarthy,Blue,Submission,3,251,851,74,71,3,74,73,1,1,1.03,-0.03,Switch,Orthodox,170,170,0,7/11/1985,4/17/1984,30,31,-1,40,41,-1,11,24,-13,5,8,-3,0,1,-1,2.2,3,-0.8,30,84,-54,53,138,-85,0.57,0.61,-0.04,57,170,-113,85,235,-150,0.67,0.72,-0.05,0,0,0,0.53,0.79,-0.26,0.16,0.17,-0.01,0.3,0.02,0.28,0.7,0.21,0.49,0.2,0.22,-0.02,0.1,0.55,-0.45,1,3,-2,2,3,-1,0.5,1,-0.5,0,1,-1,0,1,-1,29,499,-470,2.7,2.91,-0.21,0.42,0.4,0.02,3.63,3.23,0.4,0.52,0.49,0.03,1.36,1.32,0.04,0.66,0.61,0.05,0.5,0.62,-0.12,0.7,0.3,0.4,Brandon Thatch,Siyar Bahadurzada
3/5/2016,UFC 196: McGregor vs Diaz,"Las Vegas, Nevada, USA",Erick Silva,Nordine Taleb,Welterweight,Men,3,0,Herb Dean,Blue,KO/TKO,2,94,394,72,73,-1,74,74,0,1.03,1.01,0.01,Orthodox,Orthodox,170,170,0,6/21/1984,6/10/1981,31,34,-3,41,44,-3,19,15,4,9,7,2,0,0,0,2.11,2.14,-0.03,11,26,-15,32,50,-18,0.34,0.52,-0.18,11,26,-15,32,50,-18,0.34,0.52,-0.18,0,1,-1,0.18,0.38,-0.2,0.54,0.19,0.35,0.27,0.42,-0.15,1,0.84,0.16,0,0.07,-0.07,0,0.07,-0.07,0,1,-1,1,1,0,0,1,-1,0,0,0,0,0,0,0,5,-5,2.5,3.66,-1.16,0.48,0.51,-0.03,4.18,2.62,1.56,0.49,0.66,-0.17,0.85,1.94,-1.09,0.35,0.76,-0.41,0.56,0.73,-0.17,1.4,0,1.4,Erick Silva,Nordine Taleb
3/5/2016,UFC 196: McGregor vs Diaz,"Las Vegas, Nevada, USA",Vitor Miranda,Marcelo Guimaraes,Middleweight,Men,3,0,Chris Tognoni,Red,KO/TKO,2,69,369,73,72,1,77,73,4,1.05,1.01,0.04,Orthodox,Orthodox,185,185,0,3/10/1979,6/25/1983,36,32,4,46,42,4,12,9,3,5,2,3,0,1,-1,2.4,4.5,-2.1,46,23,23,71,44,27,0.65,0.52,0.13,61,31,30,87,53,34,0.7,0.58,0.12,0,0,0,0.82,0.26,0.56,0.13,0.17,-0.04,0.04,0.56,-0.52,0.45,0.82,-0.37,0.54,0.13,0.41,0,0.04,-0.04,0,1,-1,0,5,-5,0,0.2,-0.2,0,0,0,0,0,0,2,237,-235,2.98,4.67,-1.69,0.45,0.51,-0.06,2.95,4.41,-1.46,0.58,0.62,-0.04,0.95,1.99,-1.04,0.55,0.13,0.42,0.5,0,0.5,0.2,0,0.2,Vitor Miranda,Marcelo Guimaraes
3/5/2016,UFC 196: McGregor vs Diaz,"Las Vegas, Nevada, USA",Darren Elkins,Chas Skelly,Featherweight,Men,3,0,Yves Lavigne,Red,Decision,3,300,900,70,71,-1,71,72,-1,1.01,1.01,0,Orthodox,Orthodox,145,145,0,5/16/1984,5/11/1985,31,30,1,41,40,1,29,19,10,12,3,9,0,0,0,2.42,6.33,-3.92,104,27,77,153,72,81,0.68,0.38,0.3,193,32,161,255,83,172,0.76,0.39,0.37,0,0,0,0.7,0.85,-0.15,0.25,0.14,0.11,0.04,0,0.04,0.23,0.74,-0.51,0.3,0.18,0.12,0.46,0.07,0.39,7,0,7,11,1,10,0.64,0,0.64,0,2,-2,0,0,0,522,63,459,3.4,2.01,1.39,0.38,0.4,-0.02,3.34,3.21,0.13,0.51,0.49,0.02,2.87,1.74,1.13,0.34,0.34,0,0.56,0.39,0.17,1.1,2.3,-1.2,Darren Elkins,Chas Skelly
3/5/2016,UFC 196: McGregor vs Diaz,"Las Vegas, Nevada, USA",Diego Sanchez,Jim Miller,Lightweight,Men,3,0,Chris Tognoni,Red,Decision,3,300,900,70,68,2,72,71,1,1.03,1.04,-0.02,Southpaw,Southpaw,170,155,15,12/31/1981,8/30/1983,34,32,2,43,41,2,31,38,-7,13,19,-6,0,0,0,2.38,2,0.38,48,56,-8,125,115,10,0.38,0.49,-0.11,71,61,10,148,120,28,0.48,0.51,-0.03,0,0,0,0.72,0.66,0.06,0.25,0.17,0.08,0.02,0.16,-0.14,0.83,0.85,-0.02,0.06,0.07,-0.01,0.1,0.07,0.03,2,0,2,9,1,8,0.22,0,0.22,0,0,0,0,0,0,207,24,183,2.69,2.92,-0.23,0.37,0.42,-0.05,3.02,3.44,-0.42,0.56,0.56,0,1.51,1.5,0.01,0.24,0.45,-0.21,0.46,0.48,-0.02,0.8,1.7,-0.9,Diego Sanchez,Jim Miller
3/5/2016,UFC 196: McGregor vs Diaz,"Las Vegas, Nevada, USA",Jason Saggo,Justin Salas,Lightweight,Men,3,0,Yves Lavigne,Red,KO/TKO,1,271,271,71,68,3,71,70,1,1,1.03,-0.03,Orthodox,Southpaw,155,155,0,11/23/1985,3/13/1982,30,33,-3,39,43,-4,12,12,0,4,7,-3,0,0,0,3,1.71,1.29,20,1,19,35,3,32,0.57,0.33,0.24,31,2,29,56,4,52,0.55,0.5,0.05,0,0,0,0.95,0,0.95,0,1,-1,0.05,0,0.05,0.05,1,-0.95,0,0,0,0.95,0,0.95,0,1,-1,0,1,-1,0,1,-1,0,0,0,1,0,1,141,41,100,2.5,3.42,-0.92,0.39,0.43,-0.04,2.94,2.96,-0.02,0.52,0.68,-0.16,2.33,2.43,-0.1,0.4,0.2,0.2,0.23,0,0.23,0,0,0,Jason Saggo,Justin Salas
3/5/2016,UFC 196: McGregor vs Diaz,"Las Vegas, Nevada, USA",Julian Erosa,Teruto Ishihara,Featherweight,Men,3,0,Chris Tognoni,Blue,KO/TKO,2,34,334,73,67,6,74,69,5,1.01,1.03,-0.02,Southpaw,Southpaw,145,135,10,7/31/1989,7/23/1991,26,24,2,35,34,1,31,10,21,13,7,6,0,2,-2,2.38,1.43,0.96,16,27,-11,44,51,-7,0.36,0.53,-0.17,24,31,-7,52,55,-3,0.46,0.56,-0.1,0,1,-1,0.25,0.7,-0.45,0.56,0.11,0.45,0.18,0.18,0,0.87,0.81,0.06,0.12,0.03,0.09,0,0.14,-0.14,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,64,8,56,6.21,3.26,2.95,0.48,0.44,0.04,6.27,3.63,2.64,0.48,0.53,-0.05,1.78,0.5,1.28,0.43,0.16,0.27,0.61,0.3,0.31,0.7,0,0.7,Julian Erosa,Teruto Ishihara
3/19/2016,UFC Fight Night: Hunt vs Mir,"Brisbane, Queensland, Australia",Mark Hunt,Frank Mir,Heavyweight,Men,5,0,Marc Goddard,Red,KO/TKO,1,181,181,70,75,-5,72,79,-7,1.03,1.05,-0.02,Orthodox,Southpaw,265,264,1,3/23/1974,5/24/1979,41,36,5,51,46,5,13,18,-5,14,11,3,1,0,1,0.93,1.64,-0.71,8,1,7,19,10,9,0.42,0.1,0.32,8,2,6,19,11,8,0.42,0.18,0.24,1,0,1,0.75,1,-0.25,0.12,0,0.12,0.12,0,0.12,1,1,0,0,0,0,0,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,0,2,0,2,2.81,2.18,0.63,0.43,0.47,-0.04,2.9,3.84,-0.94,0.51,0.38,0.13,0.51,2.02,-1.51,0.55,0.4,0.15,0.64,0.54,0.1,0.2,2,-1.8,Mark Hunt,Frank Mir
3/19/2016,UFC Fight Night: Hunt vs Mir,"Brisbane, Queensland, Australia",Hector Lombard,Neil Magny,Welterweight,Men,3,0,Steve Perceval,Blue,KO/TKO,3,46,646,69,75,-6,71,80,-9,1.03,1.07,-0.04,Southpaw,Orthodox,185,170,15,2/2/1978,8/3/1987,38,28,10,47,37,10,34,29,5,10,14,-4,1,0,1,3.4,2.07,1.33,60,148,-88,79,197,-118,0.76,0.75,0.01,75,196,-121,95,250,-155,0.79,0.78,0.01,2,0,2,0.9,0.89,0.01,0.03,0.08,-0.05,0.06,0.02,0.04,0.2,0.21,-0.01,0.11,0.1,0.01,0.68,0.67,0.01,1,1,0,3,2,1,0.33,0.5,-0.17,0,2,-2,0,0,0,276,139,137,3.02,3.43,-0.41,0.46,0.46,0,3.35,2.48,0.87,0.53,0.51,0.02,1.69,2.12,-0.43,0.48,0.38,0.1,0.77,0.53,0.24,0.5,0.2,0.3,Hector Lombard,Neil Magny
3/19/2016,UFC Fight Night: Hunt vs Mir,"Brisbane, Queensland, Australia",Jake Matthews,Johnny Case,Lightweight,Men,3,0,John Sharp,Red,Submission,3,285,885,71,70,1,73,72,1,1.03,1.03,0,Orthodox,Orthodox,170,155,15,8/19/1994,6/28/1989,21,26,-5,30,36,-6,22,22,0,7,6,1,0,0,0,3.14,3.67,-0.52,36,35,1,114,100,14,0.32,0.35,-0.03,50,49,1,129,116,13,0.39,0.42,-0.03,0,0,0,0.41,0.42,-0.01,0.27,0.4,-0.13,0.3,0.17,0.13,0.83,0.77,0.06,0.11,0.05,0.06,0.05,0.17,-0.12,0,1,-1,4,6,-2,0,0.17,-0.17,2,0,2,0,0,0,74,196,-122,3.44,3.95,-0.51,0.43,0.38,0.05,2.63,2.66,-0.03,0.6,0.61,-0.01,1.51,1.7,-0.19,0.42,0.45,-0.03,0.67,0.72,-0.05,0.6,0.2,0.4,Jake Matthews,Johnny Case
3/19/2016,UFC Fight Night: Hunt vs Mir,"Brisbane, Queensland, Australia",Daniel Kelly,Antonio Carlos Junior,Middleweight,Men,3,0,Greg Kleynjans,Red,KO/TKO,3,96,696,72,74,-2,70,79,-9,0.97,1.07,-0.1,Southpaw,Orthodox,185,185,0,10/31/1977,3/16/1990,38,26,12,47,35,12,13,11,2,4,5,-1,0,0,0,3.25,2.2,1.05,37,33,4,88,62,26,0.42,0.53,-0.11,57,52,5,112,87,25,0.51,0.6,-0.09,0,0,0,0.81,0.66,0.15,0.08,0.27,-0.19,0.1,0.06,0.04,0.21,0.78,-0.57,0.08,0.06,0.02,0.7,0.15,0.55,0,2,-2,1,9,-8,0,0.22,-0.22,0,0,0,0,0,0,73,298,-225,3.62,1.95,1.67,0.38,0.42,-0.04,4.64,2.14,2.5,0.61,0.52,0.09,1.86,3.42,-1.56,0.34,0.39,-0.05,0.78,0.53,0.25,0.3,0.8,-0.5,Daniel Kelly,Antonio Carlos Junior
3/19/2016,UFC Fight Night: Hunt vs Mir,"Brisbane, Queensland, Australia",James Te Huna,Steve Bosse,Light Heavyweight,Men,3,0,Marc Goddard,Blue,KO/TKO,1,52,52,74,71,3,75,72,3,1.01,1.01,0,Orthodox,Orthodox,185,205,-20,9/29/1981,7/29/1981,34,34,0,43,44,-1,16,12,4,9,2,7,0,0,0,1.78,6,-4.22,1,5,-4,7,12,-5,0.14,0.42,-0.28,1,5,-4,7,12,-5,0.14,0.42,-0.28,0,1,-1,0,0.6,-0.6,1,0.2,0.8,0,0.2,-0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,4.04,5.99,-1.95,0.51,0.52,-0.01,2.99,5.38,-2.39,0.62,0.5,0.12,2.75,0.92,1.83,0.37,0.33,0.04,0.58,1,-0.42,0.2,0,0.2,James Te Huna,Steve Bosse
3/19/2016,UFC Fight Night: Hunt vs Mir,"Brisbane, Queensland, Australia",Bec Rawlings,Seo Hee Ham,Women's Strawweight,Women,3,0,Steve Perceval,Red,Decision,3,300,900,66,62,4,64,62,2,0.97,1,-0.03,Orthodox,Southpaw,125,115,10,2/11/1989,3/8/1987,27,29,-2,36,38,-2,7,17,-10,8,8,0,0,0,0,0.88,2.12,-1.25,77,92,-15,183,247,-64,0.42,0.37,0.05,90,119,-29,199,276,-77,0.45,0.43,0.02,0,0,0,0.79,0.66,0.13,0.2,0.29,-0.09,0,0.04,-0.04,0.81,0.88,-0.07,0.07,0.07,0,0.1,0.04,0.06,1,0,1,3,2,1,0.33,0,0.33,0,1,-1,0,1,-1,301,62,239,4.48,4.2,0.28,0.42,0.39,0.03,5.66,5.15,0.51,0.57,0.61,-0.04,0.71,0,0.71,0.4,0,0.4,0.68,0.66,0.02,0.4,0.2,0.2,Bec Rawlings,Seo Hee Ham
3/19/2016,UFC Fight Night: Hunt vs Mir,"Brisbane, Queensland, Australia",Brendan O'Reilly,Alan Jouban,Welterweight,Men,3,0,John Sharp,Blue,KO/TKO,1,135,135,67,72,-5,69,73,-4,1.03,1.01,0.02,Orthodox,Southpaw,170,170,0,6/24/1987,11/25/1981,28,34,-6,38,43,-5,6,17,-11,3,7,-4,0,0,0,2,2.43,-0.43,8,32,-24,17,40,-23,0.47,0.8,-0.33,12,37,-25,21,45,-24,0.57,0.82,-0.25,0,1,-1,0.37,0.68,-0.31,0.5,0.28,0.22,0.12,0.03,0.09,0.37,0.34,0.03,0.62,0.5,0.12,0,0.15,-0.15,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,46,34,12,1.9,5.67,-3.77,0.47,0.5,-0.03,2.77,3.77,-1,0.39,0.6,-0.21,2.22,0.51,1.71,0.43,0.44,-0.01,0.36,0.58,-0.22,0.6,0.3,0.3,Brendan O'Reilly,Alan Jouban
3/19/2016,UFC Fight Night: Hunt vs Mir,"Brisbane, Queensland, Australia",Dan Hooker,Mark Eddiva,Featherweight,Men,3,0,Greg Kleynjans,Red,Submission,1,84,84,72,68,4,75,68,7,1.04,1,0.04,Switch,Orthodox,155,145,10,2/13/1990,2/16/1986,26,30,-4,35,39,-4,24,6,18,12,3,9,0,0,0,2,2,0,5,4,1,9,8,1,0.56,0.5,0.06,6,7,-1,10,12,-2,0.6,0.58,0.02,0,0,0,0.4,0.25,0.15,0.4,0.5,-0.1,0.2,0.25,-0.05,0.8,1,-0.2,0.2,0,0.2,0,0,0,0,0,0,0,2,-2,0,0,0,1,0,1,0,0,0,13,17,-4,5.03,3.37,1.66,0.48,0.45,0.03,4.72,2.98,1.74,0.51,0.54,-0.03,0.73,1.45,-0.72,0.34,0.22,0.12,0.78,0.63,0.15,0.3,0,0.3,Dan Hooker,Mark Eddiva
3/19/2016,UFC Fight Night: Hunt vs Mir,"Brisbane, Queensland, Australia",Leslie Smith,Rin Nakai,Bantamweight,Women,3,0,John Sharp,Red,Decision,3,300,900,69,61,8,66,,,0.96,,,Orthodox,Orthodox,135,135,0,8/17/1982,10/22/1986,33,29,4,42,38,4,10,19,-9,7,2,5,1,1,0,1.43,9.5,-8.07,62,31,31,181,92,89,0.34,0.34,0,72,58,14,193,124,69,0.37,0.47,-0.1,0,0,0,0.82,0.83,-0.01,0.17,0.12,0.05,0,0.03,-0.03,0.95,0.7,0.25,0.04,0.29,-0.25,0,0,0,0,3,-3,0,13,-13,0,0.23,-0.23,0,1,-1,0,0,0,2,332,-330,7.56,1.57,5.99,0.4,0.33,0.07,8.41,3.9,4.51,0.51,0.6,-0.09,0,3,-3,0,0.18,-0.18,0.62,0.75,-0.13,0,0.5,-0.5,Leslie Smith,Rin Nakai
3/19/2016,UFC Fight Night: Hunt vs Mir,"Brisbane, Queensland, Australia",Richard Walsh,Viscardi Andrade,Welterweight,Men,3,0,Marc Goddard,Blue,Decision,3,300,900,72,71,1,73,75,-2,1.01,1.06,-0.04,Orthodox,Orthodox,170,170,0,12/1/1988,3/8/1984,27,32,-5,36,41,-5,9,19,-10,5,6,-1,0,0,0,1.8,3.17,-1.37,46,38,8,130,88,42,0.35,0.43,-0.08,82,78,4,171,139,32,0.48,0.56,-0.08,1,0,1,0.8,0.78,0.02,0.08,0.13,-0.05,0.1,0.07,0.03,0.71,0.81,-0.1,0.06,0.02,0.04,0.21,0.15,0.06,1,5,-4,3,8,-5,0.33,0.62,-0.29,0,1,-1,0,0,0,112,417,-305,3.84,3.26,0.58,0.46,0.42,0.04,2.72,2.77,-0.05,0.58,0.63,-0.05,1.55,1.93,-0.38,0.4,0.5,-0.1,0.66,0.66,0,0.2,0.3,-0.1,Richard Walsh,Viscardi Andrade
3/19/2016,UFC Fight Night: Hunt vs Mir,"Brisbane, Queensland, Australia",Ross Pearson,Chad Laprise,Lightweight,Men,3,0,Steve Perceval,Red,Decision,3,300,900,68,70,-2,69,71,-2,1.01,1.01,0,Orthodox,Orthodox,155,170,-15,9/26/1984,7/23/1986,31,29,2,40,39,1,20,13,7,16,4,12,0,0,0,1.25,3.25,-2,52,78,-26,155,214,-59,0.34,0.36,-0.02,52,78,-26,156,214,-58,0.33,0.36,-0.03,0,0,0,0.4,0.8,-0.4,0.19,0.11,0.08,0.4,0.07,0.33,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,3.68,4.78,-1.1,0.4,0.42,-0.02,4.09,3.59,0.5,0.62,0.65,-0.03,0.74,1.05,-0.31,0.35,0.54,-0.19,0.75,0.78,-0.03,0,0,0,Ross Pearson,Chad Laprise
3/19/2016,UFC Fight Night: Hunt vs Mir,"Brisbane, Queensland, Australia",Alan Patrick,Damien Brown,Lightweight,Men,3,0,Greg Kleynjans,Red,Decision,3,300,900,71,70,1,74,68,6,1.04,0.97,0.07,Southpaw,Orthodox,155,155,0,7/19/1983,12/25/1984,32,31,1,42,40,2,15,17,-2,4,12,-8,0,0,0,3.75,1.42,2.33,25,15,10,39,25,14,0.64,0.6,0.04,117,51,66,147,64,83,0.8,0.8,0,0,0,0,0.92,0.86,0.06,0.04,0.13,-0.09,0.04,0,0.04,0.28,0.4,-0.12,0,0.06,-0.06,0.72,0.53,0.19,5,1,4,7,3,4,0.71,0.33,0.38,1,1,0,0,0,0,741,36,705,1.82,3.66,-1.84,0.4,0.38,0.02,2.95,4.86,-1.91,0.43,0.5,-0.07,3.01,0.68,2.33,0.33,0.27,0.06,0.43,0.53,-0.1,0.3,0.7,-0.4,Alan Patrick,Damien Brown
4/10/2016,UFC Fight Night: Rothwell vs Dos Santos,"Zagreb, Croatia",Ben Rothwell,Junior Dos Santos,Heavyweight,Men,5,0,Leon Roberts,Blue,Decision,5,300,1500,76,76,0,78,77,1,1.03,1.01,0.01,Orthodox,Orthodox,265,238,27,10/17/1981,1/30/1984,34,32,2,43,41,2,39,21,18,14,9,5,0,0,0,2.79,2.33,0.45,77,157,-80,212,247,-35,0.36,0.64,-0.28,78,157,-79,213,247,-34,0.37,0.64,-0.27,0,0,0,0.66,0.41,0.25,0.09,0.58,-0.49,0.24,0,0.24,0.97,0.99,-0.02,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,3.71,4.49,-0.78,0.42,0.47,-0.05,4.63,3.33,1.3,0.47,0.56,-0.09,0.68,0.3,0.38,0.34,0.5,-0.16,0.7,0.81,-0.11,0.4,0.1,0.3,Ben Rothwell,Junior Dos Santos
4/10/2016,UFC Fight Night: Rothwell vs Dos Santos,"Zagreb, Croatia",Derrick Lewis,Gabriel Gonzaga,Heavyweight,Men,3,0,Marc Goddard,Red,KO/TKO,1,288,288,75,74,1,79,76,3,1.05,1.03,0.03,Orthodox,Orthodox,260,242,18,2/7/1985,5/18/1979,31,36,-5,40,46,-6,29,17,12,12,11,1,0,0,0,2.42,1.55,0.87,17,5,12,25,7,18,0.68,0.71,-0.03,21,6,15,29,8,21,0.72,0.75,-0.03,1,0,1,0.88,0.6,0.28,0.11,0.2,-0.09,0,0.2,-0.2,0.41,0,0.41,0.52,0.4,0.12,0.05,0.6,-0.55,0,1,-1,0,6,-6,0,0.17,-0.17,0,0,0,0,0,0,4,219,-215,2.51,2.12,0.39,0.5,0.45,0.05,2.49,2.94,-0.45,0.4,0.57,-0.17,0.56,2.8,-2.24,0.26,0.39,-0.13,0.52,0.66,-0.14,0,1.1,-1.1,Derrick Lewis,Gabriel Gonzaga
4/10/2016,UFC Fight Night: Rothwell vs Dos Santos,"Zagreb, Croatia",Francis Ngannou,Curtis Blaydes,Heavyweight,Men,3,0,Kevin Sataki,Red,KO/TKO,2,300,600,76,76,0,83,80,3,1.09,1.05,0.04,Orthodox,Orthodox,250,265,-15,9/5/1986,2/18/1991,29,25,4,38,34,4,17,19,-2,3,5,-2,0,0,0,5.67,3.8,1.87,36,24,12,84,58,26,0.43,0.41,0.02,46,31,15,95,65,30,0.48,0.48,0,0,0,0,0.88,0.66,0.22,0.05,0.04,0.01,0.05,0.29,-0.24,0.86,0.87,-0.01,0.13,0.12,0.01,0,0,0,0,2,-2,0,6,-6,0,0.33,-0.33,0,0,0,0,0,0,77,65,12,2.33,3.56,-1.23,0.41,0.5,-0.09,2.16,2,0.16,0.41,0.58,-0.17,0.76,5.38,-4.62,0.62,0.48,0.14,0.71,0.31,0.4,0.3,0,0.3,Francis Ngannou,Curtis Blaydes
4/10/2016,UFC Fight Night: Rothwell vs Dos Santos,"Zagreb, Croatia",Timothy Johnson,Marcin Tybura,Heavyweight,Men,3,0,Grant Waterman,Red,Decision,3,300,900,75,75,0,77,78,-1,1.03,1.04,-0.01,Southpaw,Orthodox,265,249,16,3/13/1985,11/9/1985,31,30,1,40,39,1,12,27,-15,4,9,-5,0,0,0,3,3,0,45,48,-3,127,101,26,0.35,0.48,-0.13,83,75,8,169,128,41,0.49,0.59,-0.1,0,0,0,0.75,0.62,0.13,0.13,0.29,-0.16,0.11,0.08,0.03,0.73,0.77,-0.04,0.26,0.22,0.04,0,0,0,0,1,-1,0,3,-3,0,0.33,-0.33,0,0,0,0,0,0,224,77,147,3.43,3.6,-0.17,0.45,0.48,-0.03,3.08,3.31,-0.23,0.44,0.55,-0.11,1.09,1.39,-0.3,0.24,0.33,-0.09,0.69,0.75,-0.06,0,0.1,-0.1,Timothy Johnson,Marcin Tybura
4/10/2016,UFC Fight Night: Rothwell vs Dos Santos,"Zagreb, Croatia",Igor Pokrajac,Jan Blachowicz,Light Heavyweight,Men,3,0,Leon Roberts,Blue,Decision,3,300,900,72,74,-2,74,78,-4,1.03,1.05,-0.03,Orthodox,Orthodox,205,205,0,1/2/1979,2/24/1983,37,33,4,46,42,4,28,29,-1,13,11,2,0,1,-1,2.15,2.64,-0.48,35,98,-63,73,153,-80,0.48,0.64,-0.16,61,148,-87,100,210,-110,0.61,0.7,-0.09,0,0,0,0.94,0.71,0.23,0.05,0.28,-0.23,0,0,0,0.42,0.23,0.19,0.31,0.29,0.02,0.25,0.46,-0.21,0,4,-4,1,4,-3,0,1,-1,0,0,0,1,0,1,197,504,-307,2.25,3.44,-1.19,0.45,0.49,-0.04,4.26,3.03,1.23,0.4,0.52,-0.12,0.87,1.03,-0.16,0.29,0.48,-0.19,0.51,0.69,-0.18,0.2,0.3,-0.1,Igor Pokrajac,Jan Blachowicz
4/10/2016,UFC Fight Night: Rothwell vs Dos Santos,"Zagreb, Croatia",Maryna Moroz,Cristina Stanciu,Women's Strawweight,Women,3,0,Kevin Sataki,Red,Decision,3,300,900,67,63,4,67,,,1,,,Orthodox,Orthodox,125,115,10,9/8/1991,3/29/1994,24,22,2,33,31,2,11,5,6,6,2,4,0,0,0,1.83,2.5,-0.67,35,39,-4,85,76,9,0.41,0.51,-0.1,55,50,5,110,88,22,0.5,0.57,-0.07,0,0,0,0.51,0.38,0.13,0.45,0.35,0.1,0.02,0.25,-0.23,0.62,0.76,-0.14,0,0.02,-0.02,0.37,0.2,0.17,1,1,0,3,1,2,0.33,1,-0.67,1,2,-1,0,0,0,258,198,60,4.42,2.5,1.92,0.33,0.5,-0.17,4.89,3.07,1.82,0.51,0.52,-0.01,0.7,0.85,-0.15,0.24,1,-0.76,0.42,0.4,0.02,0.6,1.7,-1.1,Maryna Moroz,Cristina Stanciu
4/10/2016,UFC Fight Night: Rothwell vs Dos Santos,"Zagreb, Croatia",Nicolas Dalby,Zak Cummings,Welterweight,Men,3,0,Marc Goddard,Blue,Decision,3,300,900,71,72,-1,74,75,-1,1.04,1.04,0,Orthodox,Southpaw,170,205,-35,11/16/1984,8/2/1984,31,31,0,40,40,0,23,25,-2,6,7,-1,1,0,1,3.83,3.57,0.26,57,56,1,150,158,-8,0.38,0.35,0.03,69,77,-8,163,183,-20,0.42,0.42,0,0,1,-1,0.5,0.67,-0.17,0.19,0.19,0,0.29,0.12,0.17,0.91,0.91,0,0.07,0.01,0.06,0.01,0.07,-0.06,0,1,-1,1,3,-2,0,0.33,-0.33,0,1,-1,0,0,0,7,212,-205,4.05,2.96,1.09,0.43,0.35,0.08,3.69,2.91,0.78,0.52,0.55,-0.03,0.98,0.62,0.36,0.27,0.28,-0.01,0.58,0.66,-0.08,0.1,0.6,-0.5,Nicolas Dalby,Zak Cummings
