event_date,event_name,event_location,r_fighter,b_fighter,weight_class,gender,total_rounds,is_title_bout,referee,winner,method,finish_round,time_sec,total_fight_time_sec,r_height,b_height,height_diff,r_reach,b_reach,reach_diff,r_ape_index,b_ape_index,ape_index_diff,r_stance,b_stance,r_weight,b_weight,weight_diff,r_date_of_birth,b_date_of_birth,r_age_at_event,b_age_at_event,age_at_event_diff,r_current_age,b_current_age,current_age_diff,r_wins,b_wins,wins_diff,r_losses,b_losses,losses_diff,r_draws,b_draws,draws_diff,r_win_loss_ratio,b_win_loss_ratio,win_loss_ratio_diff,r_sig_str,b_sig_str,sig_str_diff,r_sig_str_att,b_sig_str_att,sig_str_att_diff,r_sig_str_acc,b_sig_str_acc,sig_str_acc_diff,r_str,b_str,str_diff,r_str_att,b_str_att,str_att_diff,r_str_acc,b_str_acc,str_acc_diff,r_kd,b_kd,kd_diff,r_head,b_head,head_diff,r_body,b_body,body_diff,r_leg,b_leg,leg_diff,r_distance,b_distance,distance_diff,r_clinch,b_clinch,clinch_diff,r_ground,b_ground,ground_diff,r_td,b_td,td_diff,r_td_att,b_td_att,td_att_diff,r_td_acc,b_td_acc,td_acc_diff,r_sub_att,b_sub_att,sub_att_diff,r_rev,b_rev,rev_diff,r_ctrl_sec,b_ctrl_sec,ctrl_sec_diff,r_pro_SLpM,b_pro_SLpM,pro_SLpM_diff,r_pro_sig_str_acc,b_pro_sig_str_acc,pro_sig_str_acc_diff,r_pro_SApM,b_pro_SApM,pro_SApM_diff,r_pro_str_def,b_pro_str_def,pro_str_def_diff,r_pro_td_avg,b_pro_td_avg,pro_td_avg_diff,r_pro_td_acc,b_pro_td_acc,pro_td_acc_diff,r_pro_td_def,b_pro_td_def,pro_td_def_diff,r_pro_sub_avg,b_pro_sub_avg,pro_sub_avg_diff,r_name,b_name
2/15/2020,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Diego Sanchez,Michel Pereira,Welterweight,Men,3,0,Jason Herzog,Red,KO/TKO,3,189,789,70,73,-3,72,73,-1,1.03,1,0.03,Southpaw,Orthodox,170,185,-15,12/31/1981,10/6/1993,38,26,12,43,31,12,31,31,0,13,13,0,0,0,0,2.38,2.38,0,25,53,-28,64,91,-27,0.39,0.58,-0.19,29,56,-27,68,94,-26,0.43,0.6,-0.17,0,1,-1,0.24,0.37,-0.13,0.4,0.52,-0.12,0.36,0.09,0.27,0.92,0.73,0.19,0.04,0.18,-0.14,0.04,0.07,-0.03,0,2,-2,6,2,4,0,1,-1,0,0,0,0,0,0,10,49,-39,2.69,4.5,-1.81,0.37,0.52,-0.15,3.02,4.33,-1.31,0.56,0.51,0.05,1.51,1.14,0.37,0.24,0.52,-0.28,0.46,0.76,-0.3,0.8,0.7,0.1,Diego Sanchez,Michel Pereira
2/15/2020,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Montana De La Rosa,Mara Romero Borella,Flyweight,Women,3,0,Joe Coca,Red,Decision,3,300,900,67,66,1,68,69,-1,1.01,1.05,-0.03,Orthodox,Orthodox,125,125,0,2/14/1995,6/3/1986,25,33,-8,30,39,-9,13,12,1,9,9,0,1,0,1,1.44,1.33,0.11,27,23,4,67,53,14,0.4,0.43,-0.03,74,64,10,128,99,29,0.58,0.65,-0.07,1,0,1,0.55,0.65,-0.1,0.29,0.13,0.16,0.14,0.21,-0.07,0.51,0.65,-0.14,0.14,0.21,-0.07,0.33,0.13,0.2,1,1,0,3,2,1,0.33,0.5,-0.17,1,0,1,0,0,0,510,108,402,2.9,2.54,0.36,0.37,0.37,0,3.39,2.48,0.91,0.45,0.71,-0.26,1.85,1.83,0.02,0.33,0.44,-0.11,0.68,0.66,0.02,0.8,0.2,0.6,Montana De La Rosa,Mara Romero Borella
2/15/2020,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Brok Weaver,Kazula Vargas,Lightweight,Men,3,0,Robert Romero,Red,KO/TKO,1,242,242,72,68,4,73,71,2,1.01,1.04,-0.03,Southpaw,Southpaw,155,155,0,12/5/1991,8/15/1985,28,34,-6,33,39,-6,15,12,3,6,5,1,0,0,0,2.5,2.4,0.1,5,15,-10,9,29,-20,0.56,0.52,0.04,6,50,-44,10,64,-54,0.6,0.78,-0.18,0,0,0,0.6,0.4,0.2,0,0.33,-0.33,0.4,0.26,0.14,0.8,0.6,0.2,0,0.2,-0.2,0.2,0.2,0,0,1,-1,0,2,-2,0,0.5,-0.5,1,0,1,0,0,0,0,188,-188,4.78,3.65,1.13,0.64,0.53,0.11,4.35,1.77,2.58,0.46,0.57,-0.11,0.41,0.4,0.01,0.1,0.25,-0.15,0.66,0.3,0.36,0.4,0.4,0,Brok Weaver,Kazula Vargas
2/15/2020,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Rogerio Bontorin,Ray Borg,Flyweight,Men,3,0,Herb Dean,Blue,Decision,3,300,900,65,64,1,67,63,4,1.03,0.98,0.05,Orthodox,Orthodox,125,135,-10,4/25/1992,8/4/1993,27,26,1,33,31,2,16,13,3,4,5,-1,0,0,0,4,2.6,1.4,9,35,-26,20,45,-25,0.45,0.78,-0.33,24,60,-36,35,74,-39,0.69,0.81,-0.12,0,0,0,0.33,1,-0.67,0.55,0,0.55,0.11,0,0.11,0.33,0.05,0.28,0.55,0.34,0.21,0.11,0.6,-0.49,0,10,-10,2,19,-17,0,0.53,-0.53,0,0,0,0,0,0,103,683,-580,2.63,1.52,1.11,0.52,0.52,0,3.27,1.93,1.34,0.5,0.48,0.02,2.9,3.89,-0.99,0.6,0.5,0.1,0.51,0.46,0.05,1,1,0,Rogerio Bontorin,Ray Borg
2/15/2020,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Lando Vannata,Yancy Medeiros,Lightweight,Men,3,0,Jason Herzog,Red,Decision,3,300,900,69,70,-1,71,75,-4,1.03,1.07,-0.04,Orthodox,Orthodox,155,155,0,3/14/1992,9/7/1987,27,32,-5,33,37,-4,12,15,-3,7,8,-1,2,0,2,1.71,1.88,-0.16,99,68,31,188,193,-5,0.53,0.35,0.18,100,68,32,189,193,-4,0.53,0.35,0.18,0,0,0,0.36,0.61,-0.25,0.29,0.2,0.09,0.34,0.17,0.17,0.98,0.97,0.01,0.01,0.02,-0.01,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,4,0,4,4.52,4.36,0.16,0.45,0.37,0.08,4.76,5.67,-0.91,0.55,0.47,0.08,1.09,0.33,0.76,0.37,0.5,-0.13,0.69,0.73,-0.04,0.3,0.7,-0.4,Lando Vannata,Yancy Medeiros
2/15/2020,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Tim Means,Daniel Rodriguez,Welterweight,Men,3,0,Herb Dean,Blue,Submission,2,217,517,74,73,1,75,74,1,1.01,1.01,0,Orthodox,Southpaw,170,170,0,2/20/1984,12/31/1986,35,33,2,41,38,3,33,20,13,17,5,12,1,0,1,1.94,4,-2.06,41,49,-8,95,121,-26,0.43,0.4,0.03,41,49,-8,95,121,-26,0.43,0.4,0.03,0,1,-1,0.46,0.75,-0.29,0.29,0.1,0.19,0.24,0.14,0.1,1,1,0,0,0,0,0,0,0,1,0,1,3,0,3,0.33,0,0.33,0,1,-1,0,0,0,11,4,7,5.04,7.2,-2.16,0.49,0.49,0,3.65,5.4,-1.75,0.6,0.57,0.03,1.14,0.51,0.63,0.4,0.5,-0.1,0.64,0.64,0,0.2,0.1,0.1,Tim Means,Daniel Rodriguez
2/15/2020,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",John Dodson,Nathaniel Wood,Bantamweight,Men,3,0,Joe Coca,Red,KO/TKO,3,16,616,63,66,-3,66,69,-3,1.05,1.05,0,Orthodox,Orthodox,135,145,-10,9/26/1984,5/8/1993,35,26,9,40,32,8,22,21,1,12,6,6,0,0,0,1.83,3.5,-1.67,39,46,-7,72,99,-27,0.54,0.46,0.08,57,68,-11,91,124,-33,0.63,0.55,0.08,1,0,1,0.79,0.52,0.27,0.12,0.13,-0.01,0.07,0.34,-0.27,0.79,0.86,-0.07,0.1,0.1,0,0.1,0.02,0.08,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,0,0,119,48,71,3.2,5.66,-2.46,0.4,0.51,-0.11,3.58,3.89,-0.31,0.61,0.56,0.05,0.71,1.41,-0.7,0.28,0.48,-0.2,0.82,0.72,0.1,0,0.6,-0.6,John Dodson,Nathaniel Wood
2/15/2020,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Jim Miller,Scott Holtzman,Lightweight,Men,3,0,Robert Romero,Blue,Decision,3,300,900,68,69,-1,71,69,2,1.04,1,0.04,Southpaw,Orthodox,155,155,0,8/30/1983,9/30/1983,36,36,0,41,41,0,38,14,24,19,6,13,0,0,0,2,2.33,-0.33,58,88,-30,121,197,-76,0.48,0.45,0.03,66,120,-54,131,231,-100,0.5,0.52,-0.02,0,0,0,0.56,0.87,-0.31,0.22,0.05,0.17,0.2,0.06,0.14,0.75,0.79,-0.04,0.18,0.11,0.07,0.05,0.09,-0.04,0,1,-1,2,1,1,0,1,-1,0,0,0,0,0,0,27,297,-270,2.92,4.32,-1.4,0.42,0.47,-0.05,3.44,3.66,-0.22,0.56,0.55,0.01,1.5,1.88,-0.38,0.45,0.56,-0.11,0.48,0.67,-0.19,1.7,0.2,1.5,Jim Miller,Scott Holtzman
2/15/2020,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Devin Clark,Dequan Townsend,Light Heavyweight,Men,3,0,Jason Herzog,Red,Decision,3,300,900,72,75,-3,75,79,-4,1.04,1.05,-0.01,Orthodox,Orthodox,205,205,0,4/12/1990,5/11/1986,29,33,-4,35,39,-4,14,21,-7,9,12,-3,0,0,0,1.56,1.75,-0.19,39,6,33,54,36,18,0.72,0.17,0.55,122,37,85,150,69,81,0.81,0.54,0.27,0,0,0,0.48,0.66,-0.18,0.33,0.33,0,0.17,0,0.17,0.23,0.33,-0.1,0.07,0.66,-0.59,0.69,0,0.69,3,0,3,4,0,4,0.75,0,0.75,0,0,0,0,0,0,606,0,606,3.03,1.23,1.8,0.54,0.34,0.2,3.24,3.92,-0.68,0.44,0.38,0.06,2.17,0,2.17,0.32,0,0.32,0.58,0.46,0.12,0.1,0,0.1,Devin Clark,Dequan Townsend
2/15/2020,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Casey Kenney,Merab Dvalishvili,Bantamweight,Men,3,0,Joe Coca,Blue,Decision,3,300,900,67,66,1,68,68,0,1.01,1.03,-0.02,Southpaw,Orthodox,135,135,0,3/20/1991,1/10/1991,28,29,-1,34,34,0,16,20,-4,4,4,0,1,0,1,4,5,-1,45,63,-18,118,181,-63,0.38,0.35,0.03,47,114,-67,120,241,-121,0.39,0.47,-0.08,0,0,0,0.48,0.47,0.01,0.22,0.22,0,0.28,0.3,-0.02,0.93,0.68,0.25,0.06,0.11,-0.05,0,0.2,-0.2,0,12,-12,0,24,-24,0,0.5,-0.5,0,0,0,0,0,0,5,340,-335,4.85,4.31,0.54,0.42,0.42,0,4.67,2.48,2.19,0.58,0.56,0.02,1.09,5.84,-4.75,0.35,0.35,0,0.61,0.82,-0.21,0.4,0.3,0.1,Casey Kenney,Merab Dvalishvili
2/15/2020,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Macy Chiasson,Shanna Young,Bantamweight,Women,3,0,Herb Dean,Red,Decision,3,300,900,71,67,4,72,65,7,1.01,0.97,0.04,Orthodox,Orthodox,135,125,10,7/27/1991,2/20/1991,28,28,0,34,34,0,11,9,2,4,6,-2,0,0,0,2.75,1.5,1.25,86,40,46,166,71,95,0.52,0.56,-0.04,154,50,104,253,83,170,0.61,0.6,0.01,0,0,0,0.55,0.8,-0.25,0.44,0.17,0.27,0,0.02,-0.02,0.18,0.6,-0.42,0.52,0.4,0.12,0.29,0,0.29,3,0,3,8,1,7,0.38,0,0.38,0,0,0,0,0,0,513,22,491,3.49,3.18,0.31,0.46,0.47,-0.01,2.68,4.88,-2.2,0.45,0.43,0.02,2.08,0,2.08,0.35,0,0.35,0.71,0.53,0.18,0.4,0.6,-0.2,Macy Chiasson,Shanna Young
2/15/2020,UFC Fight Night: Anderson vs. Blachowicz,"Rio Rancho, New Mexico, USA",Mark De La Rosa,Raulian Paiva,Flyweight,Men,3,0,Robert Romero,Blue,KO/TKO,2,282,582,66,68,-2,65,69,-4,0.98,1.01,-0.03,Orthodox,Orthodox,135,135,0,8/31/1994,10/17/1995,25,24,1,30,29,1,11,21,-10,5,5,0,0,0,0,2.2,4.2,-2,45,54,-9,124,126,-2,0.36,0.43,-0.07,45,67,-22,124,139,-15,0.36,0.48,-0.12,0,1,-1,0.46,0.61,-0.15,0.33,0.18,0.15,0.2,0.2,0,0.97,0.83,0.14,0.02,0.14,-0.12,0,0.01,-0.01,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,108,-108,3.13,4.14,-1.01,0.35,0.42,-0.07,5,5.01,-0.01,0.48,0.48,0,0.54,0.65,-0.11,0.13,0.23,-0.1,0.4,0.77,-0.37,0.2,0.2,0,Mark De La Rosa,Raulian Paiva
2/22/2020,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Paul Felder,Dan Hooker,Lightweight,Men,5,0,Marc Goddard,Blue,Decision,5,300,1500,71,72,-1,70,75,-5,0.99,1.04,-0.06,Orthodox,Switch,155,155,0,4/25/1984,2/13/1990,35,30,5,41,35,6,17,24,-7,6,12,-6,0,0,0,2.83,2,0.83,110,122,-12,230,221,9,0.48,0.55,-0.07,119,133,-14,243,234,9,0.49,0.57,-0.08,0,0,0,0.58,0.59,-0.01,0.17,0.08,0.09,0.24,0.32,-0.08,0.95,0.98,-0.03,0.04,0.01,0.03,0,0,0,0,1,-1,1,5,-4,0,0.2,-0.2,0,0,0,0,0,0,3,305,-302,3.7,5.03,-1.33,0.44,0.48,-0.04,3.44,4.72,-1.28,0.48,0.51,-0.03,0.29,0.73,-0.44,0.28,0.34,-0.06,0.64,0.78,-0.14,0.2,0.3,-0.1,Paul Felder,Dan Hooker
2/22/2020,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Jimmy Crute,Michal Oleksiejczuk,Light Heavyweight,Men,3,0,John Sharp,Red,Submission,1,209,209,74,72,2,74,74,0,1,1.03,-0.03,Orthodox,Southpaw,205,185,20,3/4/1996,2/22/1995,23,25,-2,29,30,-1,13,20,-7,4,9,-5,2,0,2,3.25,2.22,1.03,2,3,-1,8,6,2,0.25,0.5,-0.25,13,7,6,23,10,13,0.57,0.7,-0.13,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,8,10,0,10,0.8,0,0.8,1,0,1,0,0,0,183,0,183,4.17,5.27,-1.1,0.52,0.51,0.01,3.68,4.51,-0.83,0.42,0.59,-0.17,4.2,1.05,3.15,0.52,0.43,0.09,0.58,0.48,0.1,1.9,0,1.9,Jimmy Crute,Michal Oleksiejczuk
2/22/2020,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Karolina Kowalkiewicz,Yan Xiaonan,Women's Strawweight,Women,3,0,Mark Craig,Blue,Decision,3,300,900,63,65,-2,64,63,1,1.02,0.97,0.05,Orthodox,Orthodox,115,115,0,10/15/1985,6/16/1989,34,30,4,39,36,3,16,19,-3,9,5,4,0,0,0,1.78,3.8,-2.02,38,93,-55,85,178,-93,0.45,0.52,-0.07,51,157,-106,103,254,-151,0.5,0.62,-0.12,0,0,0,0.5,0.63,-0.13,0.18,0.21,-0.03,0.31,0.15,0.16,0.92,0.78,0.14,0.07,0.07,0,0,0.13,-0.13,0,5,-5,1,6,-5,0,0.83,-0.83,1,0,1,0,0,0,104,307,-203,5.54,4.69,0.85,0.43,0.45,-0.02,5.51,3.23,2.28,0.57,0.6,-0.03,0.31,0.84,-0.53,0.22,0.73,-0.51,0.74,0.64,0.1,0.2,0,0.2,Karolina Kowalkiewicz,Yan Xiaonan
2/22/2020,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Ben Sosoli,Marcos Rogerio de Lima,Heavyweight,Men,3,0,Neil Swailes,Blue,KO/TKO,1,88,88,72,73,-1,72,75,-3,1,1.03,-0.03,Southpaw,Orthodox,265,253,12,12/10/1989,6/25/1985,30,34,-4,35,40,-5,7,22,-15,3,10,-7,0,1,-1,2.33,2.2,0.13,5,19,-14,17,34,-17,0.29,0.56,-0.27,5,19,-14,17,34,-17,0.29,0.56,-0.27,0,1,-1,0.8,0.78,0.02,0.2,0.1,0.1,0,0.1,-0.1,1,0.94,0.06,0,0,0,0,0.05,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,2.31,3.7,-1.39,0.31,0.57,-0.26,4.3,2.9,1.4,0.47,0.51,-0.04,0,1.4,-1.4,0,0.45,-0.45,0,0.59,-0.59,0,0.5,-0.5,Ben Sosoli,Marcos Rogerio de Lima
2/22/2020,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Brad Riddell,Magomed Mustafaev,Lightweight,Men,3,0,John Sharp,Red,Decision,3,300,900,67,68,-1,71,71,0,1.06,1.04,0.02,Orthodox,Orthodox,155,155,0,9/30/1991,8/2/1988,28,31,-3,33,36,-3,10,14,-4,4,4,0,0,0,0,2.5,3.5,-1,38,28,10,72,46,26,0.53,0.61,-0.08,60,36,24,97,56,41,0.62,0.64,-0.02,1,0,1,0.55,0.35,0.2,0.31,0.25,0.06,0.13,0.39,-0.26,0.52,0.42,0.1,0.07,0.28,-0.21,0.39,0.28,0.11,1,8,-7,1,11,-10,1,0.73,0.27,0,0,0,0,0,0,122,423,-301,4.71,2.59,2.12,0.53,0.58,-0.05,3.53,2.68,0.85,0.53,0.41,0.12,1.77,3.31,-1.54,0.36,0.5,-0.14,0.63,0.23,0.4,0,0.4,-0.4,Brad Riddell,Magomed Mustafaev
2/22/2020,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Kevin Aguilar,Zubaira Tukhugov,Featherweight,Men,3,0,Marc Goddard,Blue,KO/TKO,1,201,201,67,68,-1,73,68,5,1.09,1,0.09,Orthodox,Orthodox,155,155,0,9/7/1988,1/15/1991,31,29,2,36,34,2,17,20,-3,5,6,-1,0,1,-1,3.4,3.33,0.07,9,28,-19,28,36,-8,0.32,0.78,-0.46,9,28,-19,28,37,-9,0.32,0.76,-0.44,0,2,-2,0.44,0.92,-0.48,0.33,0.07,0.26,0.22,0,0.22,1,0.53,0.47,0,0,0,0,0.46,-0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-9,3.96,3.17,0.79,0.4,0.39,0.01,4.81,3.07,1.74,0.52,0.63,-0.11,0.16,2.13,-1.97,0.16,0.39,-0.23,0.78,1,-0.22,0,0,0,Kevin Aguilar,Zubaira Tukhugov
2/22/2020,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Jalin Turner,Josh Culibao,Lightweight,Men,3,0,Mark Craig,Red,KO/TKO,2,181,481,75,70,5,77,73,4,1.03,1.04,-0.02,Southpaw,Orthodox,155,145,10,5/18/1995,5/24/1994,24,25,-1,30,31,-1,14,11,3,9,4,5,0,1,-1,1.56,2.75,-1.19,55,12,43,91,28,63,0.6,0.43,0.17,90,12,78,129,30,99,0.7,0.4,0.3,0,0,0,0.69,0.58,0.11,0.3,0.33,-0.03,0,0.08,-0.08,0.25,0.75,-0.5,0.16,0.25,-0.09,0.58,0,0.58,0,0,0,1,3,-2,0,0,0,3,0,3,0,0,0,261,10,251,5.53,3.41,2.12,0.48,0.44,0.04,4.55,3.04,1.51,0.41,0.59,-0.18,0.77,0,0.77,0.55,0,0.55,0.75,0.65,0.1,1.1,0.3,0.8,Jalin Turner,Josh Culibao
2/22/2020,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Jake Matthews,Emil Meek,Welterweight,Men,3,0,John Sharp,Red,Decision,3,300,900,71,71,0,73,74,-1,1.03,1.04,-0.01,Orthodox,Switch,170,170,0,8/19/1994,8/20/1988,25,31,-6,30,36,-6,22,9,13,7,5,2,0,1,-1,3.14,1.8,1.34,33,50,-17,73,118,-45,0.45,0.42,0.03,71,85,-14,112,162,-50,0.63,0.52,0.11,1,0,1,0.96,0.7,0.26,0.03,0.2,-0.17,0,0.1,-0.1,0.78,0.38,0.4,0.12,0.42,-0.3,0.09,0.2,-0.11,4,0,4,7,1,6,0.57,0,0.57,0,0,0,0,0,0,507,4,503,3.44,2.52,0.92,0.43,0.39,0.04,2.63,2.53,0.1,0.6,0.38,0.22,1.51,0.25,1.26,0.42,0.33,0.09,0.67,0.47,0.2,0.6,1,-0.4,Jake Matthews,Emil Meek
2/22/2020,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Callan Potter,Song Kenan,Welterweight,Men,3,0,Neil Swailes,Blue,KO/TKO,1,140,140,72,72,0,72,71,1,1,0.99,0.01,Orthodox,Orthodox,170,170,0,6/9/1984,3/10/1990,35,29,6,41,35,6,18,22,-4,9,9,0,0,0,0,2,2.44,-0.44,7,17,-10,15,35,-20,0.47,0.49,-0.02,8,21,-13,17,40,-23,0.47,0.53,-0.06,0,1,-1,0.85,0.7,0.15,0.14,0.29,-0.15,0,0,0,0.71,0.82,-0.11,0.28,0.11,0.17,0,0.05,-0.05,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,3,7,-4,3.18,4.49,-1.31,0.5,0.46,0.04,4.72,5.82,-1.1,0.58,0.51,0.07,3.29,0.42,2.87,0.66,0.3,0.36,1,0.73,0.27,0,0,0,Callan Potter,Song Kenan
2/22/2020,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Kai Kara-France,Tyson Nam,Flyweight,Men,3,0,Marc Goddard,Red,Decision,3,300,900,64,67,-3,69,68,1,1.08,1.01,0.06,Orthodox,Orthodox,125,125,0,3/26/1993,10/6/1983,26,36,-10,32,41,-9,25,21,4,12,14,-2,0,1,-1,2.08,1.5,0.58,78,50,28,257,153,104,0.3,0.33,-0.03,78,52,26,257,155,102,0.3,0.34,-0.04,0,0,0,0.65,0.68,-0.03,0.11,0.22,-0.11,0.23,0.1,0.13,0.92,0.96,-0.04,0.06,0.04,0.02,0.01,0,0.01,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,17,53,-36,4.46,3.87,0.59,0.4,0.33,0.07,3.24,4.97,-1.73,0.64,0.65,-0.01,0.56,0,0.56,0.3,0,0.3,0.83,0.87,-0.04,0,0,0,Kai Kara-France,Tyson Nam
2/22/2020,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Loma Lookboonmee,Angela Hill,Women's Strawweight,Women,3,0,John Sharp,Blue,Decision,3,300,900,61,63,-2,61,64,-3,1,1.02,-0.02,Orthodox,Orthodox,115,115,0,1/18/1996,1/12/1985,24,35,-11,29,40,-11,10,18,-8,3,14,-11,0,0,0,3.33,1.29,2.05,53,48,5,130,126,4,0.41,0.38,0.03,68,70,-2,156,163,-7,0.44,0.43,0.01,0,0,0,0.45,0.79,-0.34,0.28,0.16,0.12,0.26,0.04,0.22,0.81,0.64,0.17,0.18,0.29,-0.11,0,0.06,-0.06,1,1,0,1,4,-3,1,0.25,0.75,0,1,-1,0,0,0,95,192,-97,3.87,5.47,-1.6,0.56,0.5,0.06,2.47,4.92,-2.45,0.52,0.61,-0.09,2.03,0.81,1.22,0.51,0.32,0.19,0.73,0.75,-0.02,0.1,0.1,0,Loma Lookboonmee,Angela Hill
2/22/2020,UFC Fight Night: Felder vs. Hooker,"Auckland, New Zealand",Priscila Cachoeira,Shana Dobson,Flyweight,Women,3,0,Neil Swailes,Red,KO/TKO,1,40,40,67,66,1,65,69,-4,0.97,1.05,-0.08,Orthodox,Orthodox,135,125,10,8/19/1988,3/30/1989,31,30,1,36,36,0,13,4,9,6,5,1,0,0,0,2.17,0.8,1.37,8,5,3,18,11,7,0.44,0.45,-0.01,8,5,3,18,11,7,0.44,0.45,-0.01,1,0,1,1,0.8,0.2,0,0.2,-0.2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4.03,3.34,0.69,0.44,0.37,0.07,7.15,5.2,1.95,0.43,0.5,-0.07,0.15,0.84,-0.69,0.33,0.5,-0.17,0.65,0.14,0.51,0,0,0,Priscila Cachoeira,Shana Dobson
2/29/2020,UFC Fight Night: Benavidez vs. Figueiredo,"Norfolk, Virginia, USA",Joseph Benavidez,Deiveson Figueiredo,Flyweight,Men,5,0,Dan Miragliotta,Blue,KO/TKO,2,114,414,64,65,-1,65,68,-3,1.02,1.05,-0.03,Southpaw,Orthodox,125,135,-10,7/31/1984,12/18/1987,35,32,3,40,37,3,28,24,4,8,5,3,0,1,-1,3.5,4.8,-1.3,46,25,21,94,49,45,0.49,0.51,-0.02,46,25,21,94,49,45,0.49,0.51,-0.02,0,1,-1,0.6,0.72,-0.12,0.17,0.28,-0.11,0.21,0,0.21,0.78,0.8,-0.02,0.21,0.08,0.13,0,0.12,-0.12,0,1,-1,2,1,1,0,1,-1,0,1,-1,0,0,0,10,27,-17,3.52,2.82,0.7,0.34,0.54,-0.2,2.67,3.64,-0.97,0.61,0.49,0.12,1.41,1.69,-0.28,0.3,0.35,-0.05,0.62,0.58,0.04,0.6,1.4,-0.8,Joseph Benavidez,Deiveson Figueiredo
2/29/2020,UFC Fight Night: Benavidez vs. Figueiredo,"Norfolk, Virginia, USA",Felicia Spencer,Zarah Fairn,Featherweight,Women,3,0,Dan Miragliotta,Red,KO/TKO,1,217,217,66,68,-2,68,72,-4,1.03,1.06,-0.03,Orthodox,Orthodox,145,135,10,11/29/1990,12/10/1983,29,36,-7,34,41,-7,9,6,3,3,6,-3,0,0,0,3,1,2,40,13,27,64,28,36,0.62,0.46,0.16,68,14,54,98,29,69,0.69,0.48,0.21,0,0,0,0.95,0.92,0.03,0.02,0.07,-0.05,0.02,0,0.02,0.22,0.92,-0.7,0.02,0.07,-0.05,0.75,0,0.75,1,0,1,2,0,2,0.5,0,0.5,0,0,0,0,0,0,141,0,141,3.21,4.55,-1.34,0.48,0.31,0.17,4.54,7.4,-2.86,0.45,0.45,0,1.18,0,1.18,0.18,0,0.18,0.27,0.6,-0.33,0.2,0,0.2,Felicia Spencer,Zarah Fairn
2/29/2020,UFC Fight Night: Benavidez vs. Figueiredo,"Norfolk, Virginia, USA",Ion Cutelaba,Magomed Ankalaev,Light Heavyweight,Men,3,0,Kevin MacDonald,Blue,KO/TKO,1,38,38,73,75,-2,75,75,0,1.03,1,0.03,Southpaw,Orthodox,205,205,0,12/14/1993,6/2/1992,26,27,-1,31,33,-2,19,21,-2,11,1,10,1,1,0,1.73,21,-19.27,5,8,-3,11,12,-1,0.45,0.67,-0.22,5,8,-3,11,12,-1,0.45,0.67,-0.22,0,0,0,0.6,0.75,-0.15,0,0.12,-0.12,0.4,0.12,0.28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,3.66,0.6,0.43,0.52,-0.09,3.34,2.46,0.88,0.47,0.57,-0.1,3.77,0.8,2.97,0.49,0.22,0.27,0.75,0.87,-0.12,0.1,0,0.1,Ion Cutelaba,Magomed Ankalaev
